Right	Supreme Court Begins Hearing Arguments To Bidens Vaccine Rules	supreme court begins hearing arguments to bidens vaccine rules	PersonX is patient, needed to file a petition, intended to decide the case, has to make a decision, wants to decide the case, feels satisfied. Others want to argue their case, they are asked questions, feel happy.
Right	Anniversary of a Disgrace	anniversary of a disgrace	PersonX is sad, needed find out what happened, intended anniversaries, celebrates the anniversary, wants to make amends, feels sad. Others want to get revenge, they are remembered, feel sad.
Right	Theranos founder Elizabeth Holmes found guilty on 4 of 11 charges	theranos founder elizabeth holmes found guilty on 4 of 11 charges	PersonX is vindictive, needed to lie to the jury, intended to be vindicated, gets sentenced to jail, wants to go to jail, feels guilty. Others want to appeal the verdict, gets arrested, feel angry.
Right	Twitter suspends Dr. Robert Malone 'inventor' of mRNA vaccines and COVID-19 vaccine skeptic	twitter suspends dr robert malone inventor of mrna vaccines and covid-19 vaccine skeptic	PersonX is scientific, needed to be a vaccine skeptic, intended to get rid of him, gets called out, wants to get a restraining order, feels angry. Others want to get rid of him, they are banned, feel angry.
Right	FDA approves Pfizer coronavirus vaccine boosters for children as young as 12	fda approves pfizer coronavirus vaccine boosters for children as young as 12	PersonX is responsible, needed to go to the doctor, intended to protect children, gets paid for the vaccine, wants to make sure the vaccine is safe, feels happy. Others want to take the vaccine, children get vaccinated, feel happy.
Right	The 2022 Reckoning	the 2022 reckoning	PersonX is Reckoning, needed to make a plan, intended to be in control, gets a new name, wants to have a good time, feels good about themselves. Others want to celebrate the event, they get a new job, feel happy.
Right	The mainstream media's top 10 missteps in 2021	the mainstream media's top 10 missteps in 2021	PersonX is misinformed, needed make a list of them, intended the media to be honest, gets fired, wants to write a book about it, feels like a failure. Others want to make a list of them, the media gets fired, feel sad.
Right	Its Madness What Is Happening to College Kids	its madness what is happening to college kids	PersonX is irresponsible, needed to go to college, intended to go to college, gets expelled, wants to go back to school, feels sad. Others want to go back to school, gets expelled from school, feel sad.
Right	Surge in House Democratic 2022 retirement announcements as 2021 comes to a close	surge in house democratic 2022 retirement announcements as 2021 comes to a close	PersonX is hopeful, needed to decide to retire, intended to retire from politics, gets a lot of attention, wants to retire from politics, feels happy. Others want to retire from politics, they retire from politics, feel happy.
Right	The CDC finally recognizes the costs of its top-down dictates	the cdc finally recognizes the costs of its top-down dictates	PersonX is responsible, needed to be in charge of something, intended the government to be responsible, gets a raise, wants to get rid of the rules, feels good. Others want to get rid of the rules, they get paid more money, feel happy..
Right	Harry Reid former Senate majority leader dead at 82	harry reid former senate majority leader dead at 82	PersonX is powerful, needed to be in office, intended to be remembered, dies in office, wants to go to heaven, feels sad. Others want to mourn, mourns, feel sad.
Right	Daily Cases Of Coronavirus Smash Records In U.S. After Biden Promised To Shut Down The Virus	daily cases of coronavirus smash records in us after biden promised to shut down the virus	PersonX is sick, needed to be in office, intended to get rid of it, They get sick, wants to get rid of the virus, feels sick. Others want to get rid of the virus, They get sick, feel sick.
Right	Critics slam 'hypocrite' Biden for claiming 'no federal solution' to pandemic after vow to 'shut down' COVID	critics slam hypocrite biden for claiming no federal solution to pandemic after vow to shut down covid	PersonX is immoral, needed to be in power, intended to be a leader, gets called a liar, wants to stop talking about it, feels angry. Others want to get rid of him, people get sick, feel angry.
Right	Fauci: Vaccine Requirement for Domestic Air Travel Should Seriously Be Considered	fauci: vaccine requirement for domestic air travel should seriously be considered	PersonX is responsible, needed to be a doctor, intended to be safe, Fauci gets asked questions, wants to make sure everyone is vaccinated, feels like a good person. Others want to make sure everyone is vaccinated, they get sick, feel scared.
Right	Project Veritas Scores ANOTHER victory with Judges order in defamation lawsuit against New York Times	project veritas scores another victory with judges order in defamation lawsuit against new york times	PersonX is vindicated, needed to file a lawsuit, intended to be vindicated, gets a restraining order, wants to be vindicated, feels vindicated. Others want to file an appeal, gets sued, feel vindicated.
Right	Trump Doubles Down on Vaccine Advocacy Dismisses Candace Owenss Skepticism	trump doubles down on vaccine advocacy dismisses candace owenss skepticism	PersonX is intolerant, needed to talk to people about it, intended to get rid of opponents, gets yelled at, wants to make sure everyone knows about it, feels good about themselves. Others want to argue with him, gets yelled at, feel scared.
Right	Kim Potter trial: Minneapolis jury finds ex-police officer guilty in death of Daunte Wright	kim potter trial: minneapolis jury finds ex-police officer guilty in death of daunte wright	PersonX is violent, needed to be a police officer, intended get justice, gets sentenced to prison, wants to go to jail, feels guilty. Others want to go home, they are acquitted, feel guilty.
Right	Housing Prices Continue To Soar Amid Supply Chain Inventory Crisis	housing prices continue to soar amid supply chain inventory crisis	PersonX is greedy, needed to buy a house, intended to buy a house, buys a lot of houses, wants to buy a new home, feels like there is a crisis. Others want to sell their house, have less money, feel sad..
Right	Harvard Chemistry Professor With Wuhan Links Found Guilty Of Lying About Receiving Cash From China	harvard chemistry professor with wuhan links found guilty of lying about receiving cash from china	PersonX is dishonest, needed get a job in China, intended to get rich, gets arrested, wants to get out of jail, feels guilty. Others want to go to jail, gets arrested, feel guilty.
Right	Good Riddance to Build Back Better	good riddance to build back better	PersonX is responsible, needed to get rid of something, intended to move on, is no longer needed, wants to move on with their life, feels happy. Others want to get back to work, they get a new job, feel sad.
Right	Census Bureau: Yearly Population Growth Slowest In US History	census bureau: yearly population growth slowest in us history	PersonX is slow, needed to have a census, intended to have a smaller population, has a low birth rate, wants to make sure the population is growing, feels sad. Others want to find out why population growth is slow, they have to pay more taxes, feel sad..
Right	EPA finalizes tougher new fuel economy rules	epa finalizes tougher new fuel economy rules	PersonX is hardworking, needed to study the rules, intended to be more efficient, gets a new job, wants to make sure the car is safe, feels satisfied. Others want to comply with the rules, they get a new car, feel happy..
Right	Sen. Joe Manchin All But Kills Biden's Budget Busting 'Build Back Better' Package	sen joe manchin all but kills biden's budget busting build back better package	PersonX is powerful, needed to vote against the bill, intended to get rid of the budget, gets yelled at, wants to make sure it doesn't happen, feels powerful. Others want to get rid of him, get a new job, feel defeated.
Right	Federal Appeals Court Allows Biden Vaccine Mandate To Resume For Large Companies	federal appeals court allows biden vaccine mandate to resume for large companies	PersonX is Responsible, needed to file a lawsuit, intended to be a good person, gets a raise, wants to go back to work, feels relieved. Others want to go back to work, gets a raise, feel happy.
Right	Senate Democrats Reportedly Set To Push Bidens Spending Bill To 2022 And Instead Try To Pass A Voting Bill	senate democrats reportedly set to push bidens spending bill to 2022 and instead try to pass a voting bill	PersonX is responsible, needed to be in power, intended to pass a bill, has to pass a bill, wants to make sure the bill passes, feels happy. Others want to get rid of the bill, vote for the bill, feel happy to have a bill.
Right	NYC Law Giving Non-Citizens Right to Vote Violates Federal and State Constitutions	nyc law giving non-citizens right to vote violates federal and state constitutions	PersonX is illegal, needed to be a citizen, intended to be in power, gets sued, wants to run for office, feels guilty. Others want to protest the law, becomes a citizen, feel violated.
Right	Barrett and Kavanaugh Supply Another Majority to Deny Religious-Liberty Exemption	barrett and kavanaugh supply another majority to deny religious-liberty exemption	PersonX is intolerant, needed to be in a position of power, intended to be in power, gets voted out, wants to win the case, feels powerful. Others want to vote against the bill, they are denied their rights, feel happy..
Right	LA Times flamed for advocating closure of California nuclear power plant citing climate change fight	la times flamed for advocating closure of california nuclear power plant citing climate change fight	PersonX is responsible, needed to write a story, intended to save the environment, LA Times gets sued, wants to write about the issue, feels angry. Others want to get rid of it, they get fired, feel angry.
Right	Mass protest in Vienna against Austria's controversial COVID restrictions	mass protest in vienna against austria's controversial covid restrictions	PersonX is angry, needed to go to the protest, intended to express their anger, gets arrested by police, wants to protest against COVID, feels angry. Others want to express their anger, get arrested, feel angry.
Right	Newsom to Apply Texas Abortion Law Enforcement Mechanism to Curb Assault Weapons Sales	newsom to apply texas abortion law enforcement mechanism to curb assault weapons sales	PersonX is responsible, needed to know about the law, intended to be a good leader, gets arrested by police, wants to make sure the law is followed, feels good about themselves. Others want to get a restraining order, they get arrested, feel happy.
Right	Massive Tornadoes Rip Through Kentucky Overnight Killing At Least 50 State of Emergency Declared	massive tornadoes rip through kentucky overnight killing at least 50 state of emergency declared	PersonX is violent, needed get ready for the worst, intended to be safe, gets hit by tornado, wants to clean up the damage, feels scared. Others want to be safe, gets hit by tornado, feel scared.
Right	Supreme Court lets challenge to Texas abortion law proceed allows law to remain in effect	supreme court lets challenge to texas abortion law proceed allows law to remain in effect	PersonX is legal, needed to file a lawsuit, intended to protect women's health, has no legal effect, wants to make sure the law is enforced, feels vindicated. Others want to file a lawsuit, has to go to court, feel happy.
Right	Senate Passes Measure Nullifying Bidens Vaccine Mandate On Large Companies	senate passes measure nullifying bidens vaccine mandate on large companies	PersonX is responsible, needed to vote for it, intended to save lives, gets voted on, wants to get rid of the law, feels happy. Others want to get rid of it, gets paid more, feel happy.
Right	The Folly of Woke Math	the folly of woke math	PersonX is smart, needed to be a mathematician, intended to be smart, learns a new skill, wants to get a good grade, feels happy. Others want to learn from their mistakes, they learn something new, feel confused.
Right	DeSantis Hails Major Florida Hospital Systems Decision To End Vaccine Mandate For 83 000 Employees	desantis hails major florida hospital systems decision to end vaccine mandate for 83000 employees	PersonX is responsible, needed to be in office, intended to be a good leader, gets a raise, wants to celebrate the decision, feels happy. Others want to thank him, gets a raise, feel happy.
Right	Republicans blast Biden 'diplomatic boycott' of Olympics as too meager	republicans blast biden diplomatic boycott of olympics as too meager	PersonX is aggressive, needed to make a speech, intended to be a leader, gets called out, wants to win the Olympics, feels good about themselves. Others want to protest against the boycott, get angry at Biden, feel angry.
Right	Germany to lock down unvaccinated people with sweeping restrictions	germany to lock down unvaccinated people with sweeping restrictions	PersonX is violent, needed find out who is not vaccinated, intended to keep people safe, has to pay fines, wants to make sure everyone is vaccinated, feels worried. Others want to get vaccinated, have to get vaccinated, feel scared.
Right	Parents of Alleged Michigan School Shooter Charged with Involuntary Manslaughter	parents of alleged michigan school shooter charged with involuntary manslaughter	PersonX is responsible, needed to go to court, intended to protect their children, parents are arrested, wants to go to jail, feels guilty. Others want to go to court, parents are arrested, feel sad.
Right	Biden administration reaches deal with Mexico to re-implement Trump-era 'Remain-in-Mexico' policy	biden administration reaches deal with mexico to re-implement trump-era remain-in-mexico policy	PersonX is considerate, needed to negotiate with Mexico, intended to be a good neighbor, gets thanked by Mexican government, wants to make a deal with Mexico, feels happy. Others want to accept the deal, they get a new policy, feel happy.
Right	November Jobs Report Falls Well Short of Expectations	november jobs report falls well short of expectations	PersonX is disappointed, needed to have a job, intended to be honest., gets ignored, wants to find a solution to the problem, feels disappointed. Others want to find a new job, people are disappointed, feel sad.
Right	Symone Sanders a top Kamala Harris adviser resigning amid signs of VP office disarray	symone sanders a top kamala harris adviser resigning amid signs of vp office disarray	PersonX is unqualified, needed to work for the office, intended to get out of the way, gets fired, wants to find a new job, feels sad. Others want to find a new job, get a new job, feel sad.
Right	First U.S. Case of Omicron Variant Confirmed in California	first us case of omicron variant confirmed in california	PersonX is curious, needed find out what it is, intended first in the world, first in the world, wants to find out more about the case, feels nervous. Others want to find out more about the case, first person to be diagnosed, feel scared.
Right	Michigan high school teen killed in shooting was 'hero' classmates say	michigan high school teen killed in shooting was hero classmates say	PersonX is heroic, needed to go to school, intended to be heroic, gets hugged, wants to be remembered as a hero, feels proud. Others want to thank the shooter, they get a hug, feel grateful.
Right	Media hit for 'sophomoric and ridiculous' take on Biden's travel ban after calling Trump's restrictions racist	media hit for sophomoric and ridiculous take on biden's travel ban after calling trump's restrictions racist	PersonX is angry, needed to talk to the press, intended to make a point, gets yelled at, wants to make a point, feels angry. Others want to call the media out, gets called out, feel angry.
Right	Incoming Twitter CEO Said Company Should Focus Less on Free Speech	incoming twitter ceo said company should focus less on free speech	PersonX is free speech, needed to make a speech, intended incoming Twitter CEO Said Company, has less free speech, wants to change the company's business model, feels in control. Others want to find a new CEO, they get fired, feel angry.
Right	South Africa says it is being 'punished' for 'excellent science' as nations around the world ban flights from the country after it detected Omicron variant	south africa says it is being punished for excellent science as nations around the world ban flights from the country after it detected omicron variant	PersonX is observant, needed to find out about it, intended to prove a point, is being punished, wants to make sure they are safe, feels angry. Others want to punish the country, they are punished, feel angry.
Right	Criminal Complaint Alleges Waukesha Driver Had No Emotion  Appeared To Rapidly Accelerate Into Crowd	criminal complaint alleges waukesha driver had no emotion  appeared to rapidly accelerate into crowd	PersonX is angry, needed to be driving a car, intended to get away with it, gets arrested, wants to get out of car, feels angry. Others want to yell at the driver, gets arrested, feel angry.
Right	WHO meets to discuss new heavily mutated COVID-19 variant	who meets to discuss new heavily mutated covid-19 variant	PersonX is intelligent, needed to gather information about it, intended to find out what is wrong, has to make a decision, wants to find out what to do next, feels worried. Others want to learn more about it, they learn more about it, feel like they have a solution.
Right	Turkey farmers explain why prices are so high as Thanksgiving favorites soar	turkey farmers explain why prices are so high as thanksgiving favorites soar	PersonX is knowledgeable, needed to buy turkeys, intended to make money, gets asked questions, wants to make more money, feels good about themselves. Others want to make a profit, eat more turkey, feel happy.
